reviewer,sentence,rating,sentiment,opinionated
  Nick Pandher ,My Harmony remote controls the Hue lights better than an Phillips in house developed app.,2,-1,1
  Nick Pandher ,Acquire the dev doing the prismatic app - so much better than any of the app Phillips has released,2,-1,1
  Thumbs Up , Won't connect to my lightbulb,1,,0
   , Old style and layout was way better with more options and worked way better.,1,0,0
   ,"The new app constantly lags,   has limited choices.",1,-1,1
  Vern Phillip , Well done with the 3rd gen!,5,1,1
  Anthony Robinson , Fix the location issue.,3,-1,1
  Jacob Webb , Just started haven't really tested it's full capabilities,4,0,0
  Lucas Paolella , I can finally change the color of an entire room.,5,1,1
  Lucas Paolella ,The only thing left would be integrating the Hue Disco app's Mood lighting.,5,0,0
  Lucas Paolella ,5 stars anyway!,5,1,1
  KILLER SOUND ," Be aware, geolocation still does not work.",3,-1,1
  KILLER SOUND ,Please hurry up and fix this.,3,0,0
  KILLER SOUND ,Im sure this is a big reason people want the hue system in the 1st place!,3,0,0
  Leonardo Bassin ," Does not work, home and away not functional recommend start from scratch",1,-1,1
  Austin Allen ," UPDATE: App used to be balls, now it's great.",5,1,1
  Austin Allen ,"It would be nice to have the same light to be a part of different scenes, but not needed.",5,0,0
  Edward Garson ," Awkward, unintuitive and poorly designed for regular usage.",2,-1,1
  Edward Garson ,Some features do not work (auto on/off when arriving/leaving).,2,-1,1
  Matthew Valadez , For as much money I'm spending I'm expecting to see this app working such as me being able to log in and to use it on Google home.,1,-1,1
  Matthew Valadez ,Can never log in and can never use it on Google home.,1,-1,1
  Matthew Valadez ,Says my bridge is offline but knowing darn well it is.,1,-1,1
  Eldorel Dahknal , This app is a mess.,3,-1,1
  Eldorel Dahknal ,"Seriously, why did they decide to hide every single feature behind three more menus instead of sticking with the old layout from hue v1?",3,-1,1
  Eldorel Dahknal ,"Only installed this to program a hue remote, and even that was an ordeal.",3,-1,1
  Eldorel Dahknal ,"love tech, but the software has to go.",3,-1,1
  Popescu Robert Cristian , Super ok ....,5,1,1
  Jonathon Jiovani , It's a decent app.,3,1,1
  Jonathon Jiovani ,Most everything works.,3,1,1
  Jonathon Jiovani ,My only complaint are the widgets.,3,-1,1
  Jonathon Jiovani ,They don't work correctly.,3,-1,1
  Jonathon Jiovani ,The widget state always shows the light as off even though it's on.,3,-1,1
  Jonathon Jiovani ,So you have to always press it twice to turn off a light.,3,-1,1
   , The app works in general but there is a bug in fade in function.,4,1,1
   ,i.e.,4,0,0
   ,"If wake up time is set to 7:30 and fade in time to 30 minutes then ""if light was off"" it will turn on properly at 7:00.",4,0,0
   ,That's good!,4,1,1
   ,But when on a particular day I woke up at 6:30 and I turned the light on already with remote control then guess what happens??,4,-1,1
   ,At 7:00 when the program starts it will first turn OFF the light and will start to fade in for those 30 minutes.,4,-1,1
   ,That's not how it should work.,4,-1,1
   ,If light is fully on then it's on and program should not interfere with it.,4,-1,1
   ,"Eventually add an ""Override = yes/no"" functionality to fade in/out program as some people may still want it to work it is now.",4,-1,1
  Laton Honeyghan , Now I don't have access to the full colour pallette with my Gen1 bulbs!,1,-1,1
  Laton Honeyghan ,Something changed over the last week!,1,0,0
   , The app is nice.,3,1,1
   ,Well designed and arranged under tabs for appropriate setting.,3,1,1
   ,"I found that the ""home and away"" routines activate even if I am at home and go off the WiFi network.",3,0,0
   ,"I.e as my home is covered by more than 1 router, the bridge thinks I have left home and turns my lights off and on even though I am at home.",3,-1,1
   ,My location aware setting is on and still this issue happens.,3,-1,1
   ,Even while writing this review my lights just turned on.,3,-1,1
   ,So annoying.,3,-1,1
   , Awesome easy to use,5,1,1
  Chris Cammarata , Works great just have an issue with the widget shrinking the light choices when ever I change the orientation on my screen,4,1,1
  Dave Feltham , Location is completely broken.,2,-1,1
  Dave Feltham ,Other apps out there are better.,2,-1,1
  Adam Neveu , They have fixed this up after its launch I wish more people could change the review rating,4,0,0
  Chris Board ," You have to enter your Google password which is just plain weird, it should be linked to android account picker so the app doesn't need the password.",2,-1,1
  Chris Board ,"Geofencing still doesn't work, you turn on location aware yet it never stays on.",2,-1,1
  Frank B , Potentially great app - still a few bugs though,3,1,1
  Mitchell Medlin , Sucks with alexis- I have deinstalled and reinstalled multiple times.,1,-1,1
  Mitchell Medlin ,Echo dot is unable to change light setting beyond off and on.,1,-1,1
  Mitchell Medlin ,For $200... this set up should be relatively plug and play easy...,1,0,0
  Mitchell Medlin ,I could have turned off my lights with my hand and saved myself an hour of heartache.,1,-1,1
  Jamie Sapp , The hub constantly disconnects and lights don't respond.,2,-1,1
  Mo Tabet , Good,5,1,1
  Martin O'Donnell ," Works well, great with Alexa, but interface could be made smaller,  ie I've now got 6 rooms hued up but the main screen will only show 4 and I have to scroll to see the other 2, it would be much better if they were all visible on the one screen,  can you make the layout smaller please,  and let us change the order of them?",3,-1,1
  Martin O'Donnell ,"Also scene selection,  why so big?",3,-1,1
  Martin O'Donnell ,Also we need the ability for custom scenes to be copied/synced over all profiles.,3,-1,1
  Noshad Islam , Very unreliable app.,1,1,1
  Noshad Islam ,Its always saying connecting than can't connect .,1,-1,1
  Kyle Herb , Home/Away doesn't work.,2,-1,1
  Kyle Herb ,Can't save location.,2,-1,1
  Kyle Herb ,"The rest of the app works well but, having the lights turn on when we get home from work was a big selling point for me.",2,1,1
  Kyle Herb ,Apparently this has been an issue for quite some time.,2,-1,1
  Kyle Herb ,S7edge,2,0,0
  James S , Location aware doesn't blimming work.,1,-1,1
  James S ,No explanation as to why.,1,0,0
  James S ,Pretty much a core piece of these lights functionality.,1,0,0
  Marius Elvheim , It does what it's supposed to.,5,1,1
  Marius Elvheim ,No reason for this to have such a low rating.,5,1,1
  jerome sandu , Awesome,5,1,1
  Alex Benn , There is now a button that forced me to update the app.,1,-1,1
  Alex Benn ,Why on earth should I HAVE to update what is literally a lightswitch?,1,-1,1
  Alex Benn ,"The app is fine, but forcing me to do anything severely degrades my impression of a company.",1,-1,1
  Matthew Robbins , Limited features for managing multiple lights within a single fixture or room.,2,-1,1
  Matthew Robbins ,UI has not been updated to the defacto Material Design language.,2,-1,1
  David Poulsen , I like the app.here's what really bothers me when you go in here it does not SAFE ALL your colors settings like stated.,2,-1,1
  David Poulsen ,"example when I go into a app that is set up for music all the lights will change, I have 9 colored lights and 3 white lights.",2,-1,1
  David Poulsen ,When I go back into this app I don't see any previous settings that will restore your light colors so you have to reconfigure them all over again.,2,-1,1
  David Poulsen ,I would love this a lot better if you guys could make A way to save all light settings and you could restore them easily.,2,1,1
  David Poulsen ,"Please reply if there is a way to save all your light settings without having to start all over again , it is very frustrating I am looking for an app that will save all light settings.",2,-1,1
  David Mulqueen , Toooo good,5,1,1
   , Terrible and buggy app on a galaxy s7!!!,1,-1,1
  William Woodward ," never works right, hardly connects to my bridge,",1,-1,1
  Liam Bhardwaj , Problems: Color pallet needs manual entry.,4,0,0
  Liam Bhardwaj ,Lights should be able to be added to more then one group.,4,-1,1
  Liam Bhardwaj ,"The overall design is actually quite good aisde from a few bugs, but otherwise decent clean and fairly responsive.",4,1,1
  Liam Bhardwaj ,There is a learning curve and even after there is still confusion with many things such as names and editing.. this should also be addressed along with a more precise and optionap manual input color palette.. and lights to multiple groups.,4,-1,1
  Niranjan Maity ," Always show out of home,  even I am in wifi home network .",2,-1,1
  Ismaldo Duarte ," The app is very good, i just will love to see some support to the android wear watches for me to tap on my lights from my watch.",3,1,1
  Ismaldo Duarte ,I know the apple watch does this why you can not do the same with android?,3,-1,1
  Jon Wild , Takes a lot of room.,3,0,0
  Jon Wild ,But does what it should,3,1,1
  Kevin h ," It just works, and pretty good at that actually.",4,1,1
  Kevin h ,Would like to be able to set the motion sensors trigger to a larger time base than 60m.,4,-1,1
  Franc Barz , Doesn't work with IFTT.,2,-1,1
  Franc Barz ,Never been able to link account,2,-1,1
  robert piggott , since update..very rarely connects when away from home..,1,-1,1
  Jake ," Love the lights, but what a bad app.",1,-1,1
  Jake ,This app makes every bit of controlling these lights as difficult as possible.,1,-1,1
  Jake ,Horrible interface designed for a child.,1,-1,1
  Jake ,Poor controls.,1,-1,1
  Jake ,No ability to copy and paste colors or sync colors across bulbs.,1,-1,1
  Jake ,Just a really worthless app.,1,-1,1
  Daniele Dal Mas , Alarms disappear each day from the phone.,4,-1,1
  Reece Gale , Location Aware doesn't work,1,-1,1
  Daniel HAÕª ," It is a pita to set up rooms, settings aso.",1,-1,1
  Daniel HAÕª ,Not longer possible to give a group of lights  the same colour,1,-1,1
  Chris Tran , Doesn't work when away from home.,1,-1,1
  Chris Tran ,It has issues connecting remotely with this app but the website works.,1,-1,1
  Chris Tran ,Fix this!,1,-1,1
   , There is still a lot of work to be done.,3,-1,1
   ,Where do I submit feature requests?,3,0,0
   ,"It needs the ability to register an ""off"" scene.",3,-1,1
   ,"For example, I have a ceiling and corner lamp in my living room.",3,0,0
   ,"Using the dimmer is both on or both off, even if I set them up as separate rooms.",3,0,0
   ,Most times I want only the corner lamp (which has 2 bulbs).,3,0,0
   ,"If I could set an off scene in dimmer press 1 to 3, then dim at 4 and bright at 5 for only the ceiling light, that would do.",3,0,0
   ,"It's not possible to use one dimmer to control 2 lights separately, or should I say, independently.",3,-1,1
   ,That's pretty primative.,3,0,0
  Colin Webb , Horribleness all around.,1,-1,1
  Colin Webb ,Hardware is nice.,1,1,1
  Colin Webb ,This software is awful and didn't work as advertised.,1,-1,1
  Colin Webb ,Will not work to automatically turn lights on and off as you come and leave your home.,1,-1,1
  Dustin Matkowski , Unreliable.,2,-1,1
  Dustin Matkowski ,Wake up functions etc.,2,0,0
  Dustin Matkowski ,Don't work.,2,-1,1
  Dustin Matkowski ,At least they fixed the away from home option,2,1,1
  Jason Savory , Location aware does not work.,1,-1,1
  Jason Savory ,Read forums and you'll find this has been an issue for many months and Philips doesn't seem to care.,1,-1,1
  Coleman Jolley ," If this were the only app available for controlling Hue lights, it would be somewhat mediocre.",3,-1,1
  Coleman Jolley ,"Given that there are many different apps, all of which seem to specialize in different areas with no one single app providing EVERYTHING that you would want, this fits into the tool set usefully.",3,-1,1
  Coleman Jolley ,"The Philips Hue app controls adding lights, naming them, assigning them to groups with relative ease.",3,1,1
  Coleman Jolley ,It handles updates to firmware and addition of accessories like the motion detector and dimmer switches more easily than other apps.,3,1,1
  Coleman Jolley ,It does *not* do color management or preset management well.,3,-1,1
  Coleman Jolley ,"If you are listening, Philips, I would love to have better preset management and ways to set up triggers and animations, using your accessories.",3,-1,1
  Coleman Jolley ,The motion detector desperately needs a way to set end time.,3,-1,1
  Coleman Jolley ,Better integration with IFTTT too.,3,-1,1
  Coleman Jolley ,There are apps on iOS which do creative things like animations that no Android app seems to handle well.,3,-1,1
  Coleman Jolley ,"But overall, this is a fine basic app.",3,1,1
  Coleman Jolley ,"I use it for simple things, quickly, and it is fine.",3,1,1
  Sohail Mk , Plez add more features,4,-1,1
  Julien Brown ," Location Aware doesn't work at all, which you need for routines that turn on and off lights whether you're home or away.",1,,0
  Julien Brown ,"This app is bare bones, which leaves tou wanting more customizability.",1,-1,1
  Jeff Wright ," I am extraordinarily disappointed with this app, the first app I've ever given 1 star to.",1,-1,1
  Jeff Wright ,"Seriously, I have to login each time I wish to change the color?",1,-1,1
  Jeff Wright ,"Then it can't ""find"" my account?",1,-1,1
  Jeff Wright ,"On top of that,  it's very difficult to use.",1,-1,1
  Jeff Wright ,I never would have purchased the lights if I knew the app would be this bad.,1,-1,1
  Jeff Wright ,Worst app I've ever used.,1,-1,1
  K Robinson , Wish you could have the lights turn off in the routines.,3,-1,1
  K Robinson ,"After everyone leaves the house when I'm asleep, my lights have been on for a few hours.",3,-1,1
  K Robinson ,Other than that it works for me.,3,1,1
  Ben Golden , Some features don't work.,3,-1,1
  Ben Golden ,Notably the location feature and my routines don't seem to be working.,3,-1,1
  Ben Golden ,But I can still use the app to turn the lights on and off and fade them in and out.,3,-1,1
  J Marcos Patricio ," Would be great if the location setting worked, everything else works perfectly.",3,1,1
  J Marcos Patricio ,Also great with IFTT if you have google voice assistant.,3,1,1
  J Marcos Patricio ,"But please for the location thing,  months have gone by and no update...",3,-1,1
  Adam Leyshon , Location awareness still doesn't work.,2,-1,1
  Adam Leyshon ,Using Tasker  and Autohue to work around.,2,0,0
  Angel Allen , Cannot use.,2,-1,1
  Angel Allen ,"On galaxy note 5, I enter my log in credentials and get a black screen.",2,-1,1
  Angel Allen ,Haven't been able to get past that screen.,2,-1,1
  Anthony Christensen , Very useful in a lot of situations and even though it has a low rsting it gets the job done and is the best app.,5,1,1
   , I just wish they would add the ability to loop colors like you can do with Lampshade.,4,-1,1
   ,I'd prefer to use just the one app but I have to use other apps for looping colors or other features.,4,-1,1
   ,Such a small yet awesome feature to add.,4,0,0
  Simon Wilkinson , Have to constantly turn routines  back on,2,-1,1
  Michel Lavoie , Awesome!,5,1,1
   , My phone continously reports that this apps is causing my device to perform poorly.,2,-1,1
   ,14 errors in the last week.,2,-1,1
   ,The base features are decent but for a company that can build great light bulbs they sure are lacking in the mobile department.,2,0,0
  chris leonard , Ability to change individual lights in a room has been removed for some reason !,1,-1,1
  Bonz Kudrna , This app is complete junk.,1,-1,1
  Bonz Kudrna ,Forgets settings and doesn't work.,1,-1,1
  Bonz Kudrna ,Use Hue Switcher instead...it always works.,1,-1,1
  laith Elhafiz , the only one that explains how to start.,5,0,0
  laith Elhafiz ,also works perfectly.,5,1,1
  Muhhamad Raza ," Doing what it needs to, however, when a routine (wakeup) is running and I shut that light off, it should stay off.",3,0,0
  Muhhamad Raza ,"Instead, it incrementally brightens over the specified time.",3,0,0
  Chris Shayler , Not all app features work.,1,-1,1
  Chris Shayler ,Not location aware.,1,-1,1
  Chris Shayler ,App crashes a lot.,1,-1,1
  Ethan Lindsey , Great app the best,5,1,1
  Ryan Chesla ," Awesome, wish I could edit the widgets though after creating them.",4,1,0
  Ryan Chesla ,"Also, sometimes the UI seems a little unintuitive but overall a great job!",4,1,1
  Kal-El Kehoe , Timers dont stay on.wont always change light to your selected colour,2,-1,1
  Charles Thomson , Bad app.,1,-1,1
  Shane Blain ," Was having cellular data issues with a new phone, but after uninstalling app, and reinstalling a fresh version, everything works fine.",5,1,1
  Erich KÕ_nig , Works great in combination with IFTTT and the Google assistant.,4,1,1
  Ryan McMahan , Bullshit that you have to buy a $175 kit just to use this,1,-1,1
  dpfonehome , Pretty sad that you spend so much on the hardware then Phillips leaves you hanging on the software.,1,-1,1
  dpfonehome ,"You'll have to download a seperate app if you want all the features listed on the hue website, particularly the coming home and leaving home settings, they don't work in this app.",1,-1,1
  dpfonehome ,Plus this app crashes all the time.,1,-1,1
  Brandon Showell , Using this app is not very intuitive but once you learn where things are it works OK.,4,1,1
  Jaxom Renard , Repeated crashes and lockups.,1,-1,1
  Jaxom Renard ,I can not even start the app after restarting my phone and it will crash...,1,-1,1
  David Beroll , Remote?,4,0,0
  David Beroll ,I'm still having to use the old app in order to have remote access to my lights.,4,-1,1
  Craig Spencer ," The bulbs are great, the app is generally OK too.",3,1,1
  Craig Spencer ,Biggest issue though is the location doesn't and hasn't worked for the 6 months I've had the bulbs.,3,-1,1
  Craig Spencer ,Please fix this.,3,-1,1
  Craig Spencer ,There's also no telling how it'll work for multiple phones.,3,-1,1
  Craig Spencer ,If it did work it doesn't appear to be that intuitive.,3,-1,1
  Darren Stones ," Location aware not functioning, home automation is the biggest selling point of these lights, plenty of promises no delivery, won't be recommending.",1,-1,1
  First Last , I've been using this app for a few months.,4,1,1
  First Last ,It is definitely growing on me.,4,1,1
  First Last ,I'm changing from 2-stars up to 4-stars.,4,1,1
  Matthew Mickle , 5 stars if the critical feature of location aware is ever fixed.,2,0,0
  Matthew Mickle ,Works fine to control the lights but I expected automation  to work when I purchased.,2,-1,1
  Rob Ortlieb , Routines are not robust enough to use daily.,3,-1,1
  Rob Ortlieb ,They need to be allowed to save a light  'scene' as part of a routine,3,0,0
  Kaushik Shivram , Keeps crashing multiple times a day on Android 6.x,2,-1,1
  Juta Chairerg , Can't login for remote access.,1,-1,1
  Erik Tomomitsu ," Philips, this app is really pathetic for the length the product has been out and for how expensive the product is there should be no issues with simple functions working or the app being glitchy.",2,-1,1
  Erik Tomomitsu ,"Don't get me wrong i love my hue lights but it is really disappointing when functions like location doesn't work, the app lacks customization options, and plain does not work for far too much of the time.",2,-1,1
  Erik Tomomitsu ,Why don't you guys figure it out already i mean isn't it obvious with the terrible ratings you get on here!!?!?!?,2,-1,1
  Jonathan Mejia , Amazing,5,1,1
  Will Deasy , UPDATE.,1,0,0
  Will Deasy ,DO NOT BUY.,1,-1,1
  Will Deasy ,"Philips has destroyed their bridge software, it's a useless POS.",1,-1,1
  Will Deasy ,"Used to be instant, now every action takes minutes, remote access doesn't work, hue tap barely does.",1,-1,1
  Will Deasy ,Hue is dead to me.,1,-1,1
  Will Deasy ,Everyone involved with this app should be fired and banned from a computer for life.,1,-1,1
  Will Deasy ,"It's a disgrace, unusable, doesn't work.",1,-1,1
  Pawel Hanusowski , App looks nice but beyond turning things on and off it just doesn't work properly.,1,-1,1
  Pawel Hanusowski ,Geofencing doesn't work.,1,-1,1
  Pawel Hanusowski ,It's painful to see 3rd party apps do things better than this app.,1,-1,1
  Pawel Hanusowski ,The new added feature of changing all light colors per room is a nice addition.,1,-1,1
  Jason Heaton , This is the first time I have ever left a review for a product.,1,0,0
  Jason Heaton ,"But, I felt so strongly that I was compelled to write, as I hope if enough people complain Philips will take notice.",1,-1,1
  Jason Heaton ,The app is useless.,1,-1,1
  Jason Heaton ,I have to use a third party app (Hue Pro) to control my lights.,1,-1,1
  Jason Heaton ,It is bad when an outsider does a better job at interacting with your product then your own app does.,1,-1,1
  Jason Heaton ,I recently purchased a motion sensor to accompany to my lights.,1,0,0
  Jason Heaton ,"However, I have to go through the official app to add it to my system, as I didn't see a way to do it in the 3rd-party app.",1,-1,1
  Jason Heaton ,"I am stuck in a never ending loop of ""An Update Is Available for your Hue Bridge"".",1,-1,1
  Jason Heaton ,"After watching it, rather unsuccessfully, look like it was partially installing the update, I get the message that an error occurred and to try again.",1,-1,1
  Jason Heaton ,"And not just once, but DOZENS of times.",1,-1,1
  Jason Heaton ,"Just when it appears that all is not lost (and the app tells me that the update is successful), I click DONE and and it informs me that an update is available.",1,-1,1
  Jason Heaton ,Hmmmm.,1,-1,1
  Jason Heaton ,"Weird, I just installed a freaking update like five times!!!",1,-1,1
  Jason Heaton ,Today!,1,0,0
  Jason Heaton ,"And of course, there is no way to bypass this screen so that I can interact with my system.",1,-1,1
  Jason Heaton ,"Conclusion: unless you love being frustrated, staring at the same screen over and over and have tons of time to waste, then you should find another app (like Hue Pro) to use for your bulbs.",1,-1,1
  Jason Heaton ,Just know that adding accessories to your system is also going to be a pain.,1,-1,1
  Jason Heaton ,"If the app doesn't get better, I will never buy another bulb or accessory from Philips.",1,-1,1
  Jason Heaton ,Isn't the point to make life easier?,1,-1,1
  Jason Heaton ,Not make it infuriating.,1,-1,1
  Nick Walters , Connection reliability has improved,4,1,1
  Fye Nikka , The New Update works well.,5,1,1
  Fye Nikka ,I like the slightly tweaked interface.,5,1,1
  Fye Nikka ,"""All Home"" room button would be nice, app does occasionally crash/lose connection.",5,-1,1
  Fye Nikka ,Also the ability to control INDIVIDUAL lights IS STILL THERE....!,5,1,1
  Fye Nikka ,Over-All decent companion,5,1,1
   , Should be able to add each bulb to more than one room.,3,-1,1
   ,So can set a house scene as well as per room scenes.,3,-1,1
   ,Major oversight.,3,-1,1
   ,Also needs a numbered RGB slider to fine tune colours...maybe in advanced settings.,3,-1,1
   ,Works very well with the amazon echo and will be getting some more of the bulbs and strips as and when my current bulbs blow.,3,1,1
   ,Edit: tried the wake-up this morning.,3,0,0
   ,"Not very good, standard warm white.",3,-1,1
   ,Should be able to set my own colour transitions.,3,-1,1
   ,I thought I'd be able to create my own sunrise and sunset but it's only the default colour.,3,-1,1
  DARKMIRROR002 , Rarely works as advertised.,2,-1,1
  DARKMIRROR002 ,All reviews are basically the same.,2,0,0
  DARKMIRROR002 ,Got to use a third-party app just to turn on the lights?,2,-1,1
  Michael Han , Location aware setting will not save,1,-1,1
  Graham McHugh , Location aware still not working in new app -- lights will not turn on and off as you leave/return home.,3,-1,1
  Graham McHugh ,Some acknowledgement and explanation of this from the app developer would go a long way.,3,-1,1
  Graham McHugh ,It's a problem that has been ignored for too long.,3,-1,1
  Graham McHugh ,"Galaxy S7, if anyone cares.",3,0,0
  Jonathan Baeckel ," Sounds like scene control is with the hue system now, would be nice to see hue get more granular and allow me to have individual lights be defined in a scene.",3,-1,1
  Josh Harrison , When it works it's cool.,3,1,1
  Josh Harrison ,Buggy.,3,-1,1
  Josh Harrison ,Slow set up.,3,-1,1
  Josh Harrison ,Prone to crashing.,3,-1,1
  Adrian Ghindea ," Geolocation broken on android, works fine on iOS.",1,-1,1
  Gerwin van der Kruis , Lots of options like it,5,1,1
  Yannis Karageorgos , When I'm away the app needs long time to connect please fix and then I will update my review.,4,-1,1
  Yannis Karageorgos ,Issue fixed everything fine!,4,1,1
  Tommy Honton ," Not against progress, but this app was VERY far from primetime and should have never left beta.",1,-1,1
  Tommy Honton ,"I'll update if and when they fix all these issues that should have been working since day 1:  - Add full house ""room"" that controls all lights so we can create themes for the whole house.",1,-1,1
  Tommy Honton ,Add ability to control/change color of multiple lights or rooms at once by long pressing lights.,1,0,0
  Tommy Honton ,"- Fix account connection so Away works when not on wifi and it stops staying ""not logged"" in when you are.",1,-1,1
  Tommy Honton ,Fix location awareness.,1,-1,1
  Tommy Honton ,Seriously.,1,-1,1
  Tommy Honton ,"- Fix ""Works with Hue"" control and the timing out/connection error it generates when using channels like Nest.",1,-1,1
  James Hatch ," 4 star as I only got the app today which was brill until it said ""Update"" again which spoilt it!",4,1,1
  James Hatch ,"If anyone has the same issue uninstall (which loses everything) then use search to find the ""old"" app.",4,-1,1
  James Hatch ,It's 30mins of hassle but helps on Alexa and on Android away from home,4,1,1
  Per Gunnar JÕ_nsson , To simplistic.,1,0,0
  Per Gunnar JÕ_nsson ,After the latest update I cannot find a way to edit or add scenes any more.,1,-1,1
  Per Gunnar JÕ_nsson ,No Windows 10 app.,1,-1,1
  Per Gunnar JÕ_nsson ,"The hardware is good, the software is abysmal.",1,-1,1
  Per Gunnar JÕ_nsson ,Big fail Philips!,1,-1,1
  Larry Steele , Needs sunset sunrise option plus additional time to setup routine before or after.,2,0,0
  Roy Amir , Crash when clicking on login button.,3,-1,1
  Joel Gonzales , Unusable now after last update... go to a knock off competior because they more reliable ZERO STARS!,1,-1,1
  Jim Paton , Not compatible with my Samsung Tab Pro 12.2.,4,-1,1
  Jim Paton ,The old app was.,4,0,0
  Tyler Rogers , The new update has seemingly removed control of each individual light bulb in a given fixture.,1,0,0
  Andrew Hughes ," Great products and good app.release some dynamic themes,please!",4,1,1
  Steven McClellan , I really wish they would fix the home and away feature... Other than that the app is ok just a basic app,3,-1,1
  David Seaman , Location aware turns itself off as soon as you leave it in the menu.,2,-1,1
  Adrian Hill , Better but still needs events relative to dawn/dusk sunrise/sunset.,3,1,1
  Adrian Hill ,Why can't a light be a member of multiple rooms (groups)?,3,-1,1
  Tijmen Scheifes ," I like the interface but the scenes module is impossible to use and misses essential functionality that the old version had such as creating scenes manually (with handpicked colors, because why would I have photos of the colors I want?).",1,-1,1
  Tijmen Scheifes ,It's been a long time after release and it's still not fixed,1,-1,1
  Kam Desai , Really terrible app.,2,-1,1
  Kam Desai ,Have the devs ever tried to create the widget?,2,-1,1
  Kam Desai ,What an awful process.,2,-1,1
  Kam Desai ,Can't choose an icon after setting the colors/scene.,2,-1,1
  Kam Desai ,Don't really know what icon or name to use until you decide on colors/scenes.,2,-1,1
  Kam Desai ,Really bad UX.,2,-1,1
   , Constantly disconnects from the hub while using the app.,1,-1,1
   ,App frequently freezes and location function stops erratically,1,-1,1
  James Stec ," Try to log in to use Away From Home features, always greeted with ""No Hue connection"" message.",3,,0
  James Stec ,"If I can log in to my account when not on my home WiFi, what's the point?",3,-1,1
  Mark Faine , I really wish I could set the background or transparency of the widget and add labels.,2,-1,1
  Mark Faine ,Location Aware will not stay on.,2,-1,1
  Dave S ," They advertise that you can have lights turn on automatically when arriving home, but location aware will not stay on.",3,-1,1
  Dave S ,Have allowed location in android but still doesn't work.,3,-1,1
  Dave S ,At least now they acknowledge there is an issue.,3,-1,1
  Dave S ,Widgets are really useful.,3,-1,1
  Dave S ,"They allow you to put a switch for your favorite scenes on your home screen, so you can turn them on and off without having to open the app.",3,-1,1
  Paul Williams , FINALLY after like 20 emails over a year the support team allow all lights in a room to be set the same colour.,1,-1,1
   , why wont they work in other countries where the voltage is 220v.,3,-1,1
  Rob Carter , The 'Location aware' doesn't work on my galaxy s6 - from looking online this has been a known problem for 9 months or so!,1,-1,1
  Mark Sayer , Saving location STILL DOES NOT WORK,1,-1,1
  Robert Uhlemann , I paid so much money for the hardware and philips can not develop a software that works on a simple android 5 tablet?!,1,-1,1
  Robert Uhlemann ,The hell... That is embarrassing.,1,-1,1
  Robert Uhlemann ,It took too long to get a version for android 5 and now I can not use widgets because I can't change the widget name?,1,-1,1
  Robert Uhlemann ,Why?!,1,-1,1
  Robert Uhlemann ,I am glad that I have an iPhone too control my hue environment.,1,-1,1
  Robert Uhlemann ,Fix that and I will give you 5 stars!,1,0,0
  Robert Uhlemann ,Another update but no fixes... great!,1,-1,1
  Robert Uhlemann ,Now the widget icons won't shown.,1,-1,1
  Robert Uhlemann ,What the... -1 Star,1,-1,1
  Juhani LehtimÕ_ki , This app is very badly programmed.,2,-1,1
  Juhani LehtimÕ_ki ,"I can't, for example, change my lightbulb name without first disconnecting my BT keyboard.",2,-1,1
  Juhani LehtimÕ_ki ,The app also jumps to another screen when keyboard connects / disconnects.,2,-1,1
  Juhani LehtimÕ_ki ,Then creating Scenes... that part needs some serious usability improvements.,2,-1,1
  Juhani LehtimÕ_ki ,I'm sure someone in the team knows how to create these but to me it's a complete mystery even after trying to study the app UI in length.,2,-1,1
  Juhani LehtimÕ_ki ,Please improve the app design and usability!,2,-1,1
  Radu Sarandan ," There is just one thing missing: it would be great to be able to control light by selecting wavelength using numbers, not just by using display colors - amoled and hue led are not the same!",4,1,1
   , Great and simple app!,5,1,1
  Don Prassos , Make it be able to control multiple rooms create scenes for multiple rooms as in gen1,2,1,1
  Jose A. Nieves , Getting better,4,1,1
  Thomas Namey , Update : They finally added the last of the gen 1 app features back.,2,1,1
  Thomas Namey ,Scene synced between devices.,2,0,0
  Thomas Namey ,Change color of a group of lights at once.,2,0,0
  Thomas Namey ,Pretty nice.,2,1,1
  Thomas Namey ,Design is better but how can you remove a feature that makes using your product on more than one device easy?,2,-1,1
  Thomas Namey ,Still using the old app so I only have to create scenes once and they are shared between my control devices.,2,-1,1
  Stark Jones , Does pretty much what it should.,4,1,1
  Stark Jones ,Sometimes gets confused by Home/Away but nothing I can't live with,4,-1,1
  Richard S , Still cannot switch on location.,1,-1,1
  Richard S ,Very disappointed,1,-1,1
  Bryan Dye , When are they going to fix this Location Aware bug?,1,-1,1
  Zach Zielke , I don't know why people are doggin this app.,4,1,1
  Zach Zielke ,It's actually pretty good!,4,1,1
  Zach Zielke ,"It can't handle some of the more advanced things you may want to do, but for most people it will do just fine.",4,-1,1
  Zach Zielke ,Check it out for real,4,1,1
  Luiz Maia , Home/Away does not work.,1,-1,1
  Jonathan Michael , I feel like I wasted my money with the light bulbs...,2,-1,1
  Jonathan Michael ,"This new app is almost worthless, why in the heck do you drastically reduce the amount of scenes from your prior appointment release?",2,-1,1
  Jonathan Michael ,This is the worst update I've ever seen.,2,-1,1
  Jonathan Michael ,"Also, why did you take away compatibility with the pixel C??",2,-1,1
  Jonathan Michael ,Pathetic.,2,-1,1
